author_keywords,citation_count,eid,length_of_abstract,publication_year,refcount,sub_type,subject_areas
"Epidemiology,Head and neck cancer,Human papillomavirus (HPV),Laryngeal cancer,Oral cancer,Oropharyngeal cancer,p16,Squamous cell carcinoma,Thailand",26,2-s2.0-85074689019,345,2019,31,ar,BIOC
"Autoimmune encephalitis,Encephalitis,Limbic encephalitis,Paraneoplastic encephalitis",22,2-s2.0-85074626556,333,2019,44,ar,MEDI
"Calmodulin,Isocitrate lyase,OsCam1-1,OsICL,Salt stress",32,2-s2.0-85074625387,358,2019,41,ar,AGRI
"bayesian neural network,butterhead lettuce,genetics algorithms,hydroponics",0,2-s2.0-85085863218,136,2019,12,cp,COMP
"bayesian neural network,butterhead lettuce,genetics algorithms,hydroponics",0,2-s2.0-85085863218,136,2019,12,cp,ENGI
"bayesian neural network,butterhead lettuce,genetics algorithms,hydroponics",0,2-s2.0-85085863218,136,2019,12,cp,MATH
"CCTV,Linear Regression,Personal vehicles,Support Vector Machine (SVM)",15,2-s2.0-85084827606,167,2019,22,cp,COMP
"CCTV,Linear Regression,Personal vehicles,Support Vector Machine (SVM)",15,2-s2.0-85084827606,167,2019,22,cp,COMP
"CCTV,Linear Regression,Personal vehicles,Support Vector Machine (SVM)",15,2-s2.0-85084827606,167,2019,22,cp,ENGI
"CCTV,Linear Regression,Personal vehicles,Support Vector Machine (SVM)",15,2-s2.0-85084827606,167,2019,22,cp,COMP
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,BIOC
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,BIOC
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,BIOC
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,MATH
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,MEDI
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,MEDI
"Deep Neural Network,Hand movement classification,Prosthetic hand,sEMG",5,2-s2.0-85084333484,170,2019,23,cp,MEDI
"avian hematology,digital image processing,red blood cell count",1,2-s2.0-85080035196,134,2019,7,cp,ENGI
"Hadron-Hadron scattering (experiments),Higgs physics,Supersymmetry",18,2-s2.0-85076395979,199,2019,63,ar,PHYS
"Cultural encounters,Italian-Thai,Italians in Asia,Italy-Asia,Siamese modernisation",1,2-s2.0-85076375191,201,2019,31,ar,SOCI
"Cultural encounters,Italian-Thai,Italians in Asia,Italy-Asia,Siamese modernisation",1,2-s2.0-85076375191,201,2019,31,ar,SOCI
"Cultural encounters,Italian-Thai,Italians in Asia,Italy-Asia,Siamese modernisation",1,2-s2.0-85076375191,201,2019,31,ar,ARTS
"Cultural encounters,Italian-Thai,Italians in Asia,Italy-Asia,Siamese modernisation",1,2-s2.0-85076375191,201,2019,31,ar,SOCI
"Hadron-Hadron scattering (experiments),Top physics",28,2-s2.0-85076108268,175,2019,92,ar,PHYS
"Cell morphology,Cell viability,Contraction-expansion array,Intracellular structures,Leukocytes,Microfluidics,Spiral microchannel",9,2-s2.0-85075575812,273,2019,37,ar,ENGI
"Cell morphology,Cell viability,Contraction-expansion array,Intracellular structures,Leukocytes,Microfluidics,Spiral microchannel",9,2-s2.0-85075575812,273,2019,37,ar,ENGI
"Cell morphology,Cell viability,Contraction-expansion array,Intracellular structures,Leukocytes,Microfluidics,Spiral microchannel",9,2-s2.0-85075575812,273,2019,37,ar,ENGI
"Biochemistry,Biotechnology,Enzyme inhibition,Food preservation,Food science,Food technology,Mushroom tyrosinase,Natural products,Plant biology,Polygonum odoratum",14,2-s2.0-85075520597,212,2019,23,ar,MULT
"aging,carotid intima-media thickness,HIV,neurocognitive",10,2-s2.0-85075093761,296,2019,16,ar,IMMU
"aging,carotid intima-media thickness,HIV,neurocognitive",10,2-s2.0-85075093761,296,2019,16,ar,MEDI
"aging,carotid intima-media thickness,HIV,neurocognitive",10,2-s2.0-85075093761,296,2019,16,ar,IMMU
"Asia,carotid plaque,cIMT,subclinical atherosclerosis,Thailand,well-suppressed HIV-infected patients",7,2-s2.0-85075091292,315,2019,49,ar,IMMU
"Asia,carotid plaque,cIMT,subclinical atherosclerosis,Thailand,well-suppressed HIV-infected patients",7,2-s2.0-85075091292,315,2019,49,ar,MEDI
"Asia,carotid plaque,cIMT,subclinical atherosclerosis,Thailand,well-suppressed HIV-infected patients",7,2-s2.0-85075091292,315,2019,49,ar,IMMU
"Epilepsy,Molecular genetics,Movement disorders,Myoclonic epilepsy,Whole-genome sequencing",76,2-s2.0-85074310161,188,2019,26,ar,MEDI
"CIRDC,Clinical research,Community-acquired,Dogs,Hospital association,Infectious disease,Respiratory system,Respiratory virus,Thailand,Veterinary medicine,Zoology",9,2-s2.0-85074280433,239,2019,44,ar,MULT
"Bubble column,Cellulose,Interfacial area,Mass transfer coefficient,Surfactant",13,2-s2.0-85074159184,113,2019,29,ar,CHEM
"Bubble column,Cellulose,Interfacial area,Mass transfer coefficient,Surfactant",13,2-s2.0-85074159184,113,2019,29,ar,CENG
"Bubble column,Cellulose,Interfacial area,Mass transfer coefficient,Surfactant",13,2-s2.0-85074159184,113,2019,29,ar,ENGI
"executive function,HIV,mental health,perinatally infected youth",14,2-s2.0-85073182781,261,2019,19,ar,MEDI
"executive function,HIV,mental health,perinatally infected youth",14,2-s2.0-85073182781,261,2019,19,ar,MEDI
"Adults,Biopsy/needle aspiration,Complications,Lungs,Non-diagnostic",26,2-s2.0-85073158276,294,2019,31,ar,MEDI
"beta-d-glucan,fungal endophthalmitis,fungal markers,P.insidiosum; fungal keratitis,pythiosis",21,2-s2.0-85072674103,172,2019,24,re,MEDI
"Azithromycin,Clarithromycin,Doxycycline,Vascular pythiosis,Voriconazole",14,2-s2.0-85072660717,57,2019,15,ar,MEDI
"Azithromycin,Clarithromycin,Doxycycline,Vascular pythiosis,Voriconazole",14,2-s2.0-85072660717,57,2019,15,ar,MEDI
"Bio-based surfactant,Gas hydrates,Methyl ester sulfonate,Morphology,Promoter,Solidified natural gas",24,2-s2.0-85072580184,145,2019,60,ar,ENER
"Bio-based surfactant,Gas hydrates,Methyl ester sulfonate,Morphology,Promoter,Solidified natural gas",24,2-s2.0-85072580184,145,2019,60,ar,EART
"Bio-based surfactant,Gas hydrates,Methyl ester sulfonate,Morphology,Promoter,Solidified natural gas",24,2-s2.0-85072580184,145,2019,60,ar,ENER
"Africa,Conjoint experiment,Informal settlement,Kenya,Land tenure security,Slum dwelling",11,2-s2.0-85072532748,268,2019,36,ar,SOCI
"Bioaugmentation,Decolorization,Dephenolization,Palm oil mill effluent,Phenol-degrading bacteria,Phytoremediation",11,2-s2.0-85071743078,221,2019,57,ar,ENVI
"Bioaugmentation,Decolorization,Dephenolization,Palm oil mill effluent,Phenol-degrading bacteria,Phytoremediation",11,2-s2.0-85071743078,221,2019,57,ar,ENVI
"Bioaugmentation,Decolorization,Dephenolization,Palm oil mill effluent,Phenol-degrading bacteria,Phytoremediation",11,2-s2.0-85071743078,221,2019,57,ar,ENVI
"Francisella noatunensis subsp. orientalis,Francisellosis,Hybrid red tilapia,Transmission",4,2-s2.0-85071400957,234,2019,16,ar,IMMU
"Francisella noatunensis subsp. orientalis,Francisellosis,Hybrid red tilapia,Transmission",4,2-s2.0-85071400957,234,2019,16,ar,MEDI
"CD4+ T lymphocytes,cell expansion,cell surface molecules",0,2-s2.0-85071252374,201,2019,56,ar,IMMU
"Botulinum,Dystonia,Focal,Hand,Occupational,Therapy,Toxin,Writer's cramp",8,2-s2.0-85070711291,254,2019,18,ar,PHAR
"Aging,Antioxidants,Caenorhabditis elegans,DAF-16/FoxO,Glochidion zeylanicum,SKN-1/Nrf2",51,2-s2.0-85070217837,217,2019,30,ar,BIOC
"Aging,Antioxidants,Caenorhabditis elegans,DAF-16/FoxO,Glochidion zeylanicum,SKN-1/Nrf2",51,2-s2.0-85070217837,217,2019,30,ar,PHAR
"Aging,Antioxidants,Caenorhabditis elegans,DAF-16/FoxO,Glochidion zeylanicum,SKN-1/Nrf2",51,2-s2.0-85070217837,217,2019,30,ar,PHAR
"Aging,Antioxidants,Caenorhabditis elegans,DAF-16/FoxO,Glochidion zeylanicum,SKN-1/Nrf2",51,2-s2.0-85070217837,217,2019,30,ar,PHAR
"Aging,Antioxidants,Caenorhabditis elegans,DAF-16/FoxO,Glochidion zeylanicum,SKN-1/Nrf2",51,2-s2.0-85070217837,217,2019,30,ar,MEDI
"cryptic species,molecular phylogenetics,monocled cobra,phylogeography,snakes",13,2-s2.0-85070188690,255,2019,92,ar,AGRI
"cryptic species,molecular phylogenetics,monocled cobra,phylogeography,snakes",13,2-s2.0-85070188690,255,2019,92,ar,AGRI
"cryptic species,molecular phylogenetics,monocled cobra,phylogeography,snakes",13,2-s2.0-85070188690,255,2019,92,ar,BIOC
"cryptic species,molecular phylogenetics,monocled cobra,phylogeography,snakes",13,2-s2.0-85070188690,255,2019,92,ar,BIOC
"Cyclic tensile force,Human periodontal ligament cells,IL6,MMP3",16,2-s2.0-85069974967,214,2019,56,ar,MEDI
"Cyclic tensile force,Human periodontal ligament cells,IL6,MMP3",16,2-s2.0-85069974967,214,2019,56,ar,DENT
"Cyclic tensile force,Human periodontal ligament cells,IL6,MMP3",16,2-s2.0-85069974967,214,2019,56,ar,BIOC
"Adsorption,Chitosan,Kinetics,Manganese ferrite,Methylene blue",25,2-s2.0-85069662735,118,2019,36,ar,ENVI
"Adsorption,Chitosan,Kinetics,Manganese ferrite,Methylene blue",25,2-s2.0-85069662735,118,2019,36,ar,MATE
"Adsorption,Chitosan,Kinetics,Manganese ferrite,Methylene blue",25,2-s2.0-85069662735,118,2019,36,ar,MATE
"Antibacterial agents,antibiotic regimen,catheter removal,cefazolin,cefepime,ceftazidime,complete cure,continuous ambulatory peritoneal dialysis (CAPD),end-stage renal disease (ESRD),monotherapy,outcomes,peritonitis,primary response,randomized controlled trial (RCT)",9,2-s2.0-85069555093,434,2019,26,ar,MEDI
"Arc discharges,Composite materials,Magnetic properties,Nanostructures",1,2-s2.0-85069550026,283,2019,23,ar,MATE
"Arc discharges,Composite materials,Magnetic properties,Nanostructures",1,2-s2.0-85069550026,283,2019,23,ar,PHYS
"Formation,Gas hydrates,Hydrate structure,Promoter,Solidified natural gas,Tetrahydrofuran",65,2-s2.0-85068215396,236,2019,48,ar,CENG
"Formation,Gas hydrates,Hydrate structure,Promoter,Solidified natural gas,Tetrahydrofuran",65,2-s2.0-85068215396,236,2019,48,ar,ENER
"Formation,Gas hydrates,Hydrate structure,Promoter,Solidified natural gas,Tetrahydrofuran",65,2-s2.0-85068215396,236,2019,48,ar,ENER
"Formation,Gas hydrates,Hydrate structure,Promoter,Solidified natural gas,Tetrahydrofuran",65,2-s2.0-85068215396,236,2019,48,ar,CHEM
"cell cycle,cyclin D1,direct pulp capping,rat molars,β-catenin",24,2-s2.0-85067481851,339,2019,47,ar,DENT
"Adsorption isotherm,Composite material,Natural rubber,Oil sorbent,Reduced graphene oxide,Reusability",69,2-s2.0-85067231564,213,2019,66,ar,MULT
"coatings,intumescent,layer-by-layer,properties,protective and other high-performance clothing systems,surface modification",5,2-s2.0-85064241865,195,2019,16,ar,CENG
"coatings,intumescent,layer-by-layer,properties,protective and other high-performance clothing systems,surface modification",5,2-s2.0-85064241865,195,2019,16,ar,MATE
"Adsorption,Eggshell ash,Phosphorus,Pyrolysis,Wastewater",38,2-s2.0-85054364012,205,2019,41,ar,ENVI
"Adsorption,Eggshell ash,Phosphorus,Pyrolysis,Wastewater",38,2-s2.0-85054364012,205,2019,41,ar,ENVI
"Adsorption,Eggshell ash,Phosphorus,Pyrolysis,Wastewater",38,2-s2.0-85054364012,205,2019,41,ar,ENVI
"NaCl,Oryza sativa,Reactive oxygen species,Salt tolerance",4,2-s2.0-85091972581,292,2019,40,ar,AGRI
"Canis lupus familiaris,Influenza B viruses,MDCK,MicroRNAs,Next-generation sequencing,Victoria,Yamagata",6,2-s2.0-85074940870,205,2019,57,ar,MEDI
"Canis lupus familiaris,Influenza B viruses,MDCK,MicroRNAs,Next-generation sequencing,Victoria,Yamagata",6,2-s2.0-85074940870,205,2019,57,ar,IMMU
"Attention mechanism,Convolutional neural network,Deep learning,Gated recurrent unit,Hf radar,Spatiotemporal,Surface current forecasting,Transfer learning.",8,2-s2.0-85082676130,231,2019,11,cp,COMP
"Attention mechanism,Convolutional neural network,Deep learning,Gated recurrent unit,Hf radar,Spatiotemporal,Surface current forecasting,Transfer learning.",8,2-s2.0-85082676130,231,2019,11,cp,COMP
"Attention mechanism,Convolutional neural network,Deep learning,Gated recurrent unit,Hf radar,Spatiotemporal,Surface current forecasting,Transfer learning.",8,2-s2.0-85082676130,231,2019,11,cp,COMP
"Attention mechanism,Convolutional neural network,Deep learning,Gated recurrent unit,Hf radar,Spatiotemporal,Surface current forecasting,Transfer learning.",8,2-s2.0-85082676130,231,2019,11,cp,COMP
"Dental caries,Oral health,Socioeconomic inequality,Thai adult population",4,2-s2.0-85074168264,275,2019,18,ar,MEDI
"Dental caries,Oral health,Socioeconomic inequality,Thai adult population",4,2-s2.0-85074168264,275,2019,18,ar,MEDI
"High-throughput sequencing,Long-tailed macaque,Viral discovery,Virome",17,2-s2.0-85074164198,208,2019,94,ar,MEDI
"High-throughput sequencing,Long-tailed macaque,Viral discovery,Virome",17,2-s2.0-85074164198,208,2019,94,ar,IMMU
"Implant failure,Midshaft clavicular fracture,Peak stress,Plate fixation,Screw hole,Superior clavicle locking plate",9,2-s2.0-85073753650,353,2019,19,ar,MEDI
"Implant failure,Midshaft clavicular fracture,Peak stress,Plate fixation,Screw hole,Superior clavicle locking plate",9,2-s2.0-85073753650,353,2019,19,ar,MEDI
"Acetaminophen,Cortical spreading depression,Extracellular recording,Nitroglycerin,Nucleus raphe magnus,Paracetamol,Trigeminal nucleus caudalis",11,2-s2.0-85073758912,206,2019,25,ar,NEUR
"Acetaminophen,Cortical spreading depression,Extracellular recording,Nitroglycerin,Nucleus raphe magnus,Paracetamol,Trigeminal nucleus caudalis",11,2-s2.0-85073758912,206,2019,25,ar,NEUR
"hospitalization,surgery,trends utilization,vedolizumab",9,2-s2.0-85073584583,280,2019,13,ar,MEDI
"hospitalization,surgery,trends utilization,vedolizumab",9,2-s2.0-85073584583,280,2019,13,ar,MEDI
"Censer,Computer-Controlled,Games,Kodo,Olfaction,Scent Matching,Smell",1,2-s2.0-85074857929,159,2019,11,cp,COMP
"Chronic fatigue syndrome,Cytokines,Major depressive disorder,Microglia,Neuro-immune,Oxidative stress",27,2-s2.0-85066617400,228,2019,200,re,NEUR
"Corporate sustainability,Developed markets,Emerging markets,Quadruple bottom line,Sustainable development",24,2-s2.0-85073507038,261,2019,87,ar,BUSI
"Corporate sustainability,Developed markets,Emerging markets,Quadruple bottom line,Sustainable development",24,2-s2.0-85073507038,261,2019,87,ar,BUSI
"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",2,2-s2.0-85069902969,256,2019,12,ar,MATE
"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",2,2-s2.0-85069902969,256,2019,12,ar,MATE
"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",2,2-s2.0-85069902969,256,2019,12,ar,CHEM
"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",2,2-s2.0-85069902969,256,2019,12,ar,MATE
"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",2,2-s2.0-85069902969,256,2019,12,ar,PHYS
"1-butanol,2-butanol,Tetrahydrofuran,Thin film,Titania",2,2-s2.0-85069902969,256,2019,12,ar,MATE
"Endangered species,Fecal steroid metabolites,Gonadotropin stimulation,Ovarian suppression,Progestin",1,2-s2.0-85068417627,380,2019,48,ar,VETE
"Endangered species,Fecal steroid metabolites,Gonadotropin stimulation,Ovarian suppression,Progestin",1,2-s2.0-85068417627,380,2019,48,ar,VETE
"Endangered species,Fecal steroid metabolites,Gonadotropin stimulation,Ovarian suppression,Progestin",1,2-s2.0-85068417627,380,2019,48,ar,AGRI
"Endangered species,Fecal steroid metabolites,Gonadotropin stimulation,Ovarian suppression,Progestin",1,2-s2.0-85068417627,380,2019,48,ar,VETE
"Acute biliary pancreatitis,Cholecystectomy,Endoscopic sphincterotomy",11,2-s2.0-85058170653,268,2019,35,ar,MEDI
"Collaborative Filtering,Rating Conversion,Recommender Systems",2,2-s2.0-85074795386,238,2019,18,cp,COMP
"Collaborative Filtering,Rating Conversion,Recommender Systems",2,2-s2.0-85074795386,238,2019,18,cp,COMP
"beliefs about crying,crying,emotion regulation,gender roles,social support",7,2-s2.0-85074141559,248,2019,51,ar,PSYC
"Anti-inflammation,Antiglycation,Antioxidation,Aquilaria crassna,Cosmetic",20,2-s2.0-85067209635,315,2019,41,ar,AGRI
"ESR spin labelling,haemin,lipid peroxidation,lipoprotein",3,2-s2.0-85073182653,262,2019,40,ar,BIOC
"Immunogenicity,Intradermal route,Post-exposure prophylaxis,Pre-exposure prophylaxis,Rabies vaccines",20,2-s2.0-85058022024,300,2019,68,re,BIOC
"Immunogenicity,Intradermal route,Post-exposure prophylaxis,Pre-exposure prophylaxis,Rabies vaccines",20,2-s2.0-85058022024,300,2019,68,re,IMMU
"Immunogenicity,Intradermal route,Post-exposure prophylaxis,Pre-exposure prophylaxis,Rabies vaccines",20,2-s2.0-85058022024,300,2019,68,re,VETE
"Immunogenicity,Intradermal route,Post-exposure prophylaxis,Pre-exposure prophylaxis,Rabies vaccines",20,2-s2.0-85058022024,300,2019,68,re,MEDI
"Immunogenicity,Intradermal route,Post-exposure prophylaxis,Pre-exposure prophylaxis,Rabies vaccines",20,2-s2.0-85058022024,300,2019,68,re,MEDI
"callus culture,elicitor,moraceae,mulberroside A,oxyresveratrol,β-cyclodextrin",16,2-s2.0-85057219350,161,2019,20,ar,CHEM
"callus culture,elicitor,moraceae,mulberroside A,oxyresveratrol,β-cyclodextrin",16,2-s2.0-85057219350,161,2019,20,ar,BIOC
"callus culture,elicitor,moraceae,mulberroside A,oxyresveratrol,β-cyclodextrin",16,2-s2.0-85057219350,161,2019,20,ar,AGRI
"callus culture,elicitor,moraceae,mulberroside A,oxyresveratrol,β-cyclodextrin",16,2-s2.0-85057219350,161,2019,20,ar,CHEM
"Cervical lymph node,head and neck cancers,PET/CT,squamous cell carcinoma,T2 signal value",0,2-s2.0-85180262862,288,2019,11,ar,MEDI
"Aging,Akt,CD31,exercise training",1,2-s2.0-85137899358,280,2019,54,ar,MEDI
"Cu complexes with tripodal tetramine derivative,Cyanide sensor,DFT and TD–DFT,UV–vis titration",3,2-s2.0-85087093730,150,2019,26,ar,CHEM
"Cu complexes with tripodal tetramine derivative,Cyanide sensor,DFT and TD–DFT,UV–vis titration",3,2-s2.0-85087093730,150,2019,26,ar,CHEM
"Cu complexes with tripodal tetramine derivative,Cyanide sensor,DFT and TD–DFT,UV–vis titration",3,2-s2.0-85087093730,150,2019,26,ar,MATE
"Adalimumab,Inflammatory bowel disease,Therapeutic drug monitoring",3,2-s2.0-85086025052,116,2019,27,ar,MEDI
"Internet of things (IoT),sharing platform,smart campus",3,2-s2.0-85084671920,154,2019,7,cp,COMP
"Internet of things (IoT),sharing platform,smart campus",3,2-s2.0-85084671920,154,2019,7,cp,SOCI
"Internet of things (IoT),sharing platform,smart campus",3,2-s2.0-85084671920,154,2019,7,cp,COMP
"air quality monitoring,fastest/shortest route,indoor map,On-campus navigation,smart campus,smart city",6,2-s2.0-85084663034,185,2019,18,cp,COMP
"air quality monitoring,fastest/shortest route,indoor map,On-campus navigation,smart campus,smart city",6,2-s2.0-85084663034,185,2019,18,cp,SOCI
"air quality monitoring,fastest/shortest route,indoor map,On-campus navigation,smart campus,smart city",6,2-s2.0-85084663034,185,2019,18,cp,COMP
"access sharing,component - Internet of Things,smart campus,smart lock",10,2-s2.0-85084632494,169,2019,12,cp,COMP
"access sharing,component - Internet of Things,smart campus,smart lock",10,2-s2.0-85084632494,169,2019,12,cp,SOCI
"access sharing,component - Internet of Things,smart campus,smart lock",10,2-s2.0-85084632494,169,2019,12,cp,COMP
"Aircraft detection,CNN,Image processing,Remote sensing image,Saliency map",2,2-s2.0-85081698319,283,2019,14,cp,COMP
"Aircraft detection,CNN,Image processing,Remote sensing image,Saliency map",2,2-s2.0-85081698319,283,2019,14,cp,DECI
"Aircraft detection,CNN,Image processing,Remote sensing image,Saliency map",2,2-s2.0-85081698319,283,2019,14,cp,ENGI
