eid,subject_areas,publication_year,length_of_abstract,author_keywords,sub_type,citation_count,refcount
2-s2.0-85090733662,"BIOC,CHEM",2020,142,"Coarse-grained MD simulations,Membrane scaffolds protein,Nanodisc,Phase transition,Ripple phase",ar,4,46
2-s2.0-85090699190,AGRI,2020,206,"Edible film,Native whey protein isolate film,Premeasured dry ingredient,Water soluble",ar,19,34
2-s2.0-85090595116,EART,2020,164,"Binary diagnostic ratio,Hierarchical cluster analysis,King George island,PAH,Polycyclic aromatic hydrocarbon,Principal components analysis,Source apportionment,Terrestrial soil",ar,18,95
2-s2.0-85090483647,"MEDI,DENT",2020,252,"Core build-up,Dental caries,Fracture resistance,Severely damaged primary tooth,Stainless steel crown",ar,1,31
2-s2.0-85090408695,"SOCI,ENER,ENVI",2020,291,"Biochar,Charcoal,Drum kiln,Energy conversion efficiency,Heat distribution pipe",ar,14,25
2-s2.0-85090405986,"IMMU,VETE,AGRI,MEDI",2020,179,"Anopheles,Entomopathogen,Larvicidal,Mass spectrometry,Microbiota",ar,10,81
2-s2.0-85090399398,MULT,2020,200,,ar,15,37
2-s2.0-85090361109,"BIOC,IMMU",2020,152,"Human epidermal growth factor,Nicotiana benthamiana,Plant-produced protein,Recombinant protein,Transient expression",ar,13,49
2-s2.0-85090359698,"CENG,ENVI,ENER",2020,152,"Biohydrogen,Encapsulation,Escherichia coli,Hybrid system,TiO2-nanoparticles",ar,16,26
2-s2.0-85090337799,"BIOC,ECON,ENER",2020,251,"Bacterial cellulose,Ionic conductivity,Lithium-ion battery,Nanocrystals,Nylon-based polymer,Polyether block amide,Separator membranes",ar,23,33
2-s2.0-85090282371,"ENGI,MATE",2020,246,"Interstitial solid solution,Mechanical properties,Nitrogen,Selective laser melting,Titanium",ar,34,60
2-s2.0-85090205999,"MATE,CHEM",2020,148,"Antibacterial properties,Biodegradation,Drought crises,Modified starch,Superabsorbent polymer",ar,29,58
2-s2.0-85090166808,MULT,2020,200,,ar,11,28
2-s2.0-85090139917,BIOC,2020,135,"hsa-miR-30e-3p,influenza B virus,inhibit,microRNA,NA,NP",ar,4,30
2-s2.0-85090111343,MEDI,2020,0,,le,10,4
2-s2.0-85090090917,"BUSI,COMP,SOCI,ECON",2020,301,"Entrepreneurial attitude,Entrepreneurial intentions,Innovativeness",ar,32,33
2-s2.0-85090080615,MULT,2020,216,,ar,2,54
2-s2.0-85090058145,EART,2020,159,"AMO,Decadal change,Summer precipitation,Thailand",ar,11,83
2-s2.0-85089985281,MEDI,2020,259,"endoscopic retrograde cholangiopancreatography,endoscopic ultrasound,EUS-guided pseudocyst drainage,natural history,pancreatic necrosectomy,pancreatic necrosis,pancreatitis,peripancreatic fluid collection,pseudocyst,pseudocyst drainage,walled-off necrosis",ar,12,24
2-s2.0-85089896710,MEDI,2020,273,"acne,adult female acne,antiandrogen,post-adolescent acne,spironolactone",ar,2,13
2-s2.0-85089883917,MEDI,2020,202,"Eating behavior,Mobile application,Pediatric obesity,Physical activity,Weight reduction",ar,5,47
2-s2.0-85089821895,"CHEM,COMP,MATE",2020,270,"Herbal medicines,Molecular docking,Molecular dynamics simulation,Protease inhibitors,SARS-CoV-2",ar,23,36
2-s2.0-85089740866,MEDI,2020,120,"Asia,Cat transmission,Cat ulcer,Conjunctival nodule,Sporothrix schenckii,Zoonosis",ar,5,18
2-s2.0-85089506613,"AGRI,SOCI,ENVI",2020,260,"Landslide,Soil erosion,Sustainable solution,Vetiver grass",ar,26,56
2-s2.0-85089454954,"ENER,EART",2020,0,,ar,15,5
2-s2.0-85089418466,AGRI,2020,180,"Antioxidant activities,Pectin from Rubus Chingii Hu,Structural characterization,Ultrasonic modification",ar,26,54
2-s2.0-85089381267,"IMMU,AGRI,MEDI",2020,302,"Hepatocystis,Nycteria,Polychromophilus,Thailand",ar,8,37
2-s2.0-85089361416,MULT,2020,203,,ar,18,55
2-s2.0-85089227432,MULT,2020,234,,ar,15,41
2-s2.0-85089190082,"BIOC,IMMU",2020,307,"continuous quench-flow reactor,disinfection kinetics,EMA-qPCR,ozone disinfection,viral infectivity",ar,3,34
2-s2.0-85089157199,MULT,2020,194,,ar,12,33
2-s2.0-85089153629,ENGI,2020,152,"Energy audit,Hydrodynamics,Membrane fouling,Rotating biological contactor,Shear rate,Wastewater treatment",ar,21,52
2-s2.0-85089108171,ENVI,2020,317,"Arsenic,Cadmium,Copper,E-waste dismantling,Ecological risk assessment,Heavy metal contamination,Lead",ar,23,62
2-s2.0-85089096954,MEDI,2020,155,"Acute kidney injury,COVID-19,Pandemic,Renal replacement therapy",re,16,36
2-s2.0-85089096814,AGRI,2020,220,"Arthrospira sp. PCC 8005,hoxEYH genes,hypF gene,Iron,Nickel",ar,3,51
2-s2.0-85089075779,EART,2020,274,"APAN,Himawari-8,International network,JGN,Latency,Packet loss,Real-time web,Remotely sensed image",ar,3,29
2-s2.0-85089069123,"BIOC,PHYS,CHEM,CENG",2020,223,"Avastin®,Cervical cancer,Cisplatin,Liposomes,PLGA,Targeted drug delivery",ar,29,31
2-s2.0-85088869258,MEDI,2020,259,"hepatitis B core antigen,hepatitis B RNA,hepatitis B surface antigen,relapse",ar,23,31
2-s2.0-85088841166,"MEDI,DENT",2020,222,"Child,Dental care,Dental caries,General anaesthesia",ar,1,24
2-s2.0-85088840072,"MATE,ENGI",2020,197,"Composites,Natural Rubber Latex,recycled HDPE,Thermoplastic Natural Rubber,Wood Flour",ar,8,42
2-s2.0-85088800314,"ENVI,MATE",2020,280,"Dye sorption,Oil sorption,Palm olein,Polyurethane foam",ar,7,40
2-s2.0-85088784460,MULT,2020,234,,ar,12,63
2-s2.0-85088645207,MULT,2020,193,,ar,34,55
2-s2.0-85088567686,"ENVI,MATE",2020,159,"Barrier film,Extrusion,Particle-reinforcement,Physical properties,Polymer–matrix composites",ar,23,33
2-s2.0-85088475495,MULT,2020,69,,er,0,
2-s2.0-85088376454,MEDI,2020,155,"eutectic-mixture of local anaesthetics,local anaesthetics,randomized controlled trial,transdermal anaesthesia,Trigger digit",ar,2,7
2-s2.0-85088250706,MEDI,2020,48,"cold agglutinin disease,COVID-19,hemolytic anemia,Mycoplasma pneumoniae,SARS-CoV-2",ar,4,17
2-s2.0-85088245691,"MATH,COMP,SOCI,DECI",2020,148,,dp,35,39
2-s2.0-85088146256,"PHAR,MEDI",2020,124,"antifungals,cross-reactivity,hypersensitivity,maculopapular rash,posaconazole,triazole,voriconazole",ar,1,14
2-s2.0-85087972087,"ENVI,CHEM",2020,213,"Air membrane bioreactor,Biological treatment,Hollow fiber membrane,Microbial community analysis,Waste gas",ar,4,36
2-s2.0-85087789265,EART,2020,265,"Carbonate compensation depth,Dissolution,Eocene/Oligocene boundary,PETM,Sediments,Silica",re,9,151
2-s2.0-85087518686,MULT,2020,228,,ar,7,113
2-s2.0-85087485586,"BIOC,AGRI",2020,253,"Food safety,Pork,Quantitative microbial risk assessment,Streptococcus suis,Thailand",ar,5,43
2-s2.0-85087387070,MULT,2020,201,,ar,4,57
2-s2.0-85087377675,MULT,2020,202,,ar,18,31
2-s2.0-85087299181,"ENVI,EART",2020,206,"Arsenic (As),Cadmium (Cd),Geochemical enrichment,Nui Phao mine,Source identification",ar,9,36
2-s2.0-85087208176,"BUSI,SOCI,ENVI",2020,156,"Buddhism,informal institution,religion,sufficiency economy philosophy,sustainability framework",ar,22,89
2-s2.0-85086862097,SOCI,2020,228,"Acculturation,Assimilation,Isan,Nation-building,Rural population,Thailand",ar,0,90
2-s2.0-85086853564,MEDI,2020,282,"Knee,Meniscal tear,Morphometry,MRI,Osteoarthritis,Trabeculae",ar,4,49
2-s2.0-85086775338,"MATH,COMP,SOCI,DECI",2020,147,,dp,31,40
2-s2.0-85086411922,MULT,2020,198,,ar,25,59
2-s2.0-85086388711,MEDI,2020,0,,le,1,6
2-s2.0-85086317780,PSYC,2020,199,,ar,6,46
2-s2.0-85086157295,MULT,2020,206,,ar,14,45
2-s2.0-85086108402,MULT,2020,207,,ar,18,64
2-s2.0-85085971005,"ARTS,SOCI,PSYC,ECON",2020,235,,ar,42,36
2-s2.0-85085898903,MEDI,2020,254,,ar,2,3
2-s2.0-85085357939,MULT,2020,191,,ar,19,55
2-s2.0-85085328914,MEDI,2020,311,"Epidemiology,Osteoporosis,Vertebral fracture",ar,4,30
2-s2.0-85085155211,MULT,2020,203,,ar,29,34
2-s2.0-85084976715,MULT,2020,374,,ar,4,32
2-s2.0-85084785992,"MEDI,NEUR",2020,244,,re,76,168
2-s2.0-85084704762,MULT,2020,203,,ar,11,29
2-s2.0-85084380332,MEDI,2020,0,,le,5,6
2-s2.0-85084324460,MULT,2020,269,,ar,2,42
2-s2.0-85084320511,MULT,2020,203,,ar,26,51
2-s2.0-85084237653,"CENG,CHEM",2020,119,"Binder,Catalyst pellet design,Kinetics,Metathesis,Propylene,WO3/Si-Al catalysts",ar,2,64
2-s2.0-85084051838,MULT,2020,149,,ar,6,42
2-s2.0-85083517291,MEDI,2020,331,"Acute kidney injury (AKI),Clinical Predictive Score,Major adverse kidney events (MAKE)",ar,6,27
2-s2.0-85083485997,MULT,2020,176,,ar,5,43
2-s2.0-85083186457,ENVI,2020,203,"Composite indicator,Ecosystem management,Evaluation,Urban ecosystem,Vegetated roof",ar,9,81
2-s2.0-85082821798,MEDI,2020,348,,ar,27,40
2-s2.0-85082753090,"MEDI,IMMU",2020,253,"Control review,Dengue fever,Dengue hemorrhagic fever,Pathogenesis,Prevention",ar,52,145
2-s2.0-85082602379,"IMMU,MEDI",2020,244,"chronic hepatitis B,droplet digital PCR,quantitative real-time PCR,serum HBV RNA",ar,15,24
2-s2.0-85082510292,MULT,2020,203,,ar,7,36
2-s2.0-85082380619,MULT,2020,199,,ar,5,33
2-s2.0-85082196760,VETE,2020,197,"Gonadal status,kidney,parenchyma,ultrasound",ar,5,21
2-s2.0-85081885349,MULT,2020,231,,ar,19,36
2-s2.0-85081718574,MULT,2020,204,,ar,6,13
2-s2.0-85081584481,MULT,2020,199,,ar,34,26
2-s2.0-85081003030,MULT,2020,180,,ar,24,39
2-s2.0-85080101682,MULT,2020,274,,ar,8,58
2-s2.0-85079799326,MULT,2020,209,,ar,39,59
2-s2.0-85079790652,CENG,2020,218,"carbon,microsphere,PBZ,porous materials,supercapacitor",ar,11,43
2-s2.0-85079789500,MULT,2020,203,,ar,30,60
2-s2.0-85079716621,"MATE,ENGI",2020,217,"Gold nanoparticle cluster,Photothermal therapy,Prostate cancer treatment",ar,27,46
2-s2.0-85079361444,MULT,2020,158,,ar,5,48
2-s2.0-85079338596,MULT,2020,203,,ar,13,76
2-s2.0-85079082883,MULT,2020,62,,er,0,
2-s2.0-85079054365,MULT,2020,202,,ar,23,79
2-s2.0-85078884975,MULT,2020,310,,ar,21,45
2-s2.0-85078202253,MULT,2020,190,,ar,16,65
2-s2.0-85078184539,MULT,2020,258,,ar,52,49
2-s2.0-85077940802,"CHEM,BIOC,PHYS",2020,144,,ar,193,54
2-s2.0-85077598109,"MEDI,HEAL",2020,251,"Graves’ ophthalmopathy,Quality of life,Questionnaire,Thai GO-QOL,Thyroid",ar,0,26
2-s2.0-85074616734,MATH,2020,130,"Codes over rings,Euclidean inner product,Hermitian inner product,Negacyclic codes,Self-dual codes",ar,0,16
2-s2.0-85073735689,"MEDI,IMMU",2020,235,"Galectins,Human virus infection,PRISMA,Review",ar,58,68
2-s2.0-85073570035,"CENG,CHEM",2020,188,"1-Butene,2-Butene,Isomerization,Magnesium oxide,Secondary metathesis",ar,4,51
2-s2.0-85072269209,"CENG,CHEM",2020,185,"Platinum,Pulsed DC magnetron sputtering,Selective hydrogenation,Vanillin,Vanillyl alcohol",ar,13,54
2-s2.0-85072014352,"CENG,CHEM",2020,146,"Bimetallic PtIn catalyst,Hydrotalcite,Indium,Propane dehydrogenation,XPS",ar,18,57
2-s2.0-85070738025,"CENG,CHEM",2020,274,"1-Butene,Hydrogen transfer,Na+and H+ ion,Strong and medium acid sites,ZSM-5",ar,21,69
2-s2.0-85070694183,"CENG,CHEM",2020,175,"CO2 methanation,Ni/SiO2 catalysts,Nickel silicate,Spherical silica",ar,8,35
2-s2.0-85069744102,"CENG,CHEM",2020,189,"Crystalline tungsten oxide,Hydrogen,Lewis acid transformation,Octahedral,Tetrahedral,Tungsten oxide",ar,15,49
2-s2.0-85068522914,"CENG,CHEM",2020,131,"Magnesium aluminum oxide,Propane dehydrogenation,PtSn catalyst,Solvothermal",ar,9,44
2-s2.0-85067669525,"CENG,CHEM",2020,224,"Ammonia migration,Lewis acid transformation,Support,Tungsten oxide",ar,9,51
2-s2.0-85053168732,MEDI,2020,230,"emotional regulation,late adolescents,mindfulness,psychological distress,rumination,SEM,Thai",ar,1,39
2-s2.0-85097618338,PHYS,2020,155,,ar,21,65
2-s2.0-85097184545,PHYS,2020,119,,ar,13,64
2-s2.0-85096508329,"CHEM,CENG,ENGI",2020,161,,ar,17,37
2-s2.0-85102344838,AGRI,2020,249,"COVID-19,molecular farming,Nicotiana benthamiana,plant recombinant proteins,plant-produced monoclonal antibody,SARS-CoV-2,transient expression",ar,45,77
2-s2.0-85097023349,"NEUR,BIOC,AGRI",2020,299,"Freshwater,Integrative taxonomy,New species,Phylogeny,Species delimitation,Taxonomy and systematics,Thailand",ar,7,85
2-s2.0-85106181034,"AGRI,ENVI",2020,306,"environment and development,environmental dependence,environmental dynamics,Himalayas,poverty traps,rural livelihoods",ar,4,76
2-s2.0-85096884677,MEDI,2020,243,"Cerebellar function,Dystonic tremor,Essential tremor,Pathophysiology,Transcranial magnetic stimulation",ar,29,59
2-s2.0-85089891561,"CHEM,PHYS,MATE",2020,164,"Bath temperature,Co-electrodeposition,Ni-W-B/B coating,Tribological properties",ar,10,43
2-s2.0-85086329242,"ENGI,MATE",2020,164,"Anode material,First-principle calculation,Lithium ion battery,Ni(OH)2,Ti3C2-MXene",ar,37,51
2-s2.0-85105551214,"COMP,PHYS",2020,148,"5G,Log-Likelihood Ratio (LLR),Successive Cancellation (SC) decoder,Successive Cancellation List (SCL) decoder",cp,0,11
2-s2.0-85099319879,"ENER,ENGI,MATH",2020,77,"Carrier-based PWM,Matrix converters,Overmodulation,Space vector PWM",cp,1,11
2-s2.0-85099302279,"ENER,ENGI,MATH",2020,142,"DFIM,inductance variation,position sensorless,robustness",cp,1,11
2-s2.0-85099288037,"ENER,ENGI,MATH",2020,125,"Circle diagram,Complex inductance,Equivalent circuit,Synchronous reluctance motor",cp,2,39
2-s2.0-85097366478,"IMMU,MEDI",2020,260,"alginate,biofilms,Candida albicans,l-cysteine,Pseudomonas aeruginosa",ar,17,62
2-s2.0-85097364094,EART,2020,350,"carbon storage,land-use and cover change,palm oil,peat swamp forests,tropical peatland",ar,8,73
2-s2.0-85097318502,PHYS,2020,165,,ar,7,57
2-s2.0-85097224861,MEDI,2020,0,,le,15,10
2-s2.0-85096695177,"CHEM,CENG",2020,204,,ar,2,24
2-s2.0-85097044529,"CENG,ENER,CHEM,MATE,ENGI",2020,137,"Anode,Anodization,Lithium ion microbatteries,Nanotube structure,Zirconium titanium alloy",ar,3,62
2-s2.0-85096892560,"CENG,ENER,CHEM,MATE,ENGI",2020,229,"Chemical bonding structure,Hybrid materials,Lithium storage,MXene,NiMn-LDH",ar,35,63
2-s2.0-85086889167,"CHEM,CENG,ENGI",2020,152,"Biodiesel,Kinetic study,Magnesium pyrophosphate,Physicochemical property,Thermal decomposition,Transesterification",ar,9,47
2-s2.0-85096152566,"CHEM,CENG,ENGI",2020,297,,ar,5,21
2-s2.0-85096814832,MEDI,2020,254,"hereditary platelet disorders,platelets,whole exome sequencing",ar,7,29
2-s2.0-85089739974,"BIOC,MEDI",2020,248,"Antioxidant,Cardiomyocyte,Myofibrillar adaptation,Postmenopause,Tempol",ar,3,44
2-s2.0-85084481711,"CHEM,MATE",2020,138,"adhesives,degradation,glass transition,mechanical properties,thermal properties",ar,5,46
2-s2.0-85097223331,"BIOC,MEDI",2020,358,"ectoderm,heterozygous,homozygous,hypodontia,nonsynonymous,oligodontia",ar,6,36
2-s2.0-85098858085,COMP,2020,158,"Brain-Computer Interface (BCI),Electroencephalogram (EEG),headset,Smart hub",cp,1,20
2-s2.0-85096093901,"BUSI,SOCI",2020,0,,ed,3,5
2-s2.0-85090135603,"CHEM,MATE",2020,255,"Bio-based benzoxazine,Near-infrared light,Photothermal effect,Shape memory polymers",ar,23,44
2-s2.0-85098991551,"COMP,ENGI",2020,144,"Physically assistive devices,Prosthetics and exoskeletons,Wearable robots",cp,9,20
2-s2.0-85098976736,"COMP,ENGI",2020,147,"Adversarial Input,Automated Essay Scoring,Embedding,Language Modeling",cp,3,25
2-s2.0-85097205855,PHYS,2020,142,,ar,9,28
2-s2.0-85096977555,"PHAR,MEDI",2020,249,"curcumin,curcumin diethyl disuccinate,In vitro metabolism,liver S9,monoethylsuccinyl curcumin",ar,1,84
2-s2.0-85059683575,"CHEM,BIOC,AGRI",2020,92,"antioxidant,diabetes,Flavonolignan,Friedel-Crafts,glucosidase,oxocarbenium",ar,4,10
2-s2.0-85090549074,PHAR,2020,155,"Anticancer,Curcumin,Hydrogel,Liposome,Silk fibroin",ar,13,36
2-s2.0-85088963600,"ENGI,ENER,ENVI",2020,194,"Deep learning,Ensemble model,Sensitivity analysis,Short-term electrical load forecasting,Uncertainties in weather forecasts,Unsupervised clustering",ar,96,64
2-s2.0-85087763562,MATH,2020,81,"Extreme,Factorizable,Hairpin support,Markov operator,Non-atomic,Singular",ar,1,33
2-s2.0-85087590569,"MATE,PHYS,CHEM,ENGI",2020,214,"Chip gain,Quantum Dot Laser Diode,Quantum Dot layer,Quantum Dot Semiconductor Optical Amplifier",ar,2,36
2-s2.0-85086364894,AGRI,2020,230,"Asian seabass,Lates calcarifer,Malaysia,Scale drop disease virus",ar,13,16
2-s2.0-85097188146,VETE,2020,295,"Dogs,Pulmonic stenosis,Ventricular function",ar,1,20
2-s2.0-85097632667,"ENVI,EART",2020,176,,cp,1,12
2-s2.0-85096308834,AGRI,2020,385,"Chirixalus,Chiromantis,Egg attendance,Gel-nesting,Generic reallocation,Integrative taxonomy,Larval morphology,Molecular phylogeny,Rohanixalus gen. nov,Species groups",ar,11,112
2-s2.0-85096187432,MEDI,2020,198,"anticoagulation,atrial fibrillation,oral anticoagulants,quality of care and outcomes,stroke",ar,4,35
2-s2.0-85097760813,"IMMU,BIOC,ENVI,AGRI",2020,186,"anthropoid,Eocene,evolution,Myanmar,primates,systematics",ar,5,64
2-s2.0-85097474670,"BUSI,SOCI,ECON",2020,201,"Balanced scorecard,Entrepreneurial self-efficacy,Innovation,Startups,Technopreneur,Thailand",ar,6,61
2-s2.0-85096010819,CHEM,2020,172,,re,97,187
2-s2.0-85086095623,"BUSI,ECON",2020,200,"Corporate social responsibility,CSR,Event study,Firm risk,Political risk,Shareholder wealth",ar,3,39
2-s2.0-85097893473,"NEUR,BIOC,ARTS",2020,218,"dysphagia,esophageal outflow obstruction,esophagogastric junction,esophagogastric junction outflow obstruction",re,7,54
2-s2.0-85096658994,VETE,2020,255,"colistin resistance,Escherichia coli,mcr genes,pigs,virulent factor",ar,22,39
2-s2.0-85096121085,PHYS,2020,126,,ar,2,61
2-s2.0-85092484514,"BIOC,IMMU,VETE,MEDI",2020,277,"Antibody,Enterovirus-A71,Longitudinal study,Neutralizing antibody",ar,1,42
2-s2.0-85091036855,"NEUR,BIOC,ARTS",2020,166,"belching disorders,high-resolution manometry,impedance-pH monitoring,rumination syndrome,scleroderma,Sjogren's syndrome,supragastric belching",re,2,111
2-s2.0-85088020878,"ENER,ENVI,BUSI,ENGI",2020,190,"Dehydrogenation,Ethanol,Glycerol,Layered double hydroxide,Zirconia",ar,1,44
2-s2.0-85099738556,VETE,2020,290,"Degenerative mitral valve disease,Dogs,Pulmonary hypertension,Sildenafil",ar,5,45
2-s2.0-85096434101,PSYC,2020,255,"anxiety,coronavirus disease 2019,disgust sensitivity,fear of the unknown,illness anxiety disorder,isolation,media coverage,posttraumatic stress disorder",re,114,90
2-s2.0-85148975382,"ECON,BUSI,PSYC",2020,194,"Bangladeshi apparel supply chain,DBL group,Global value chains,Social sustainability",ch,0,33
2-s2.0-85074788042,MEDI,2020,246,"Contraceptive use,Female sex workers,Healthcare seeking,Reproductive health,Unintended pregnancies",re,7,42
2-s2.0-85096378366,"PHAR,MEDI",2020,325,"ABCB1,autism spectrum disorder,children and adolescents,HTR2C,obesity,risperidone",ar,6,66
2-s2.0-85090060783,"ENER,PHYS",2020,176,"Bismuth oxide,Hydrogen production,Phase transformation,Scandium cerium gadolinium stabilized zirconia,Solid oxide electrolysis cell,Steam electrolysis",ar,7,48
2-s2.0-85089750587,"ENER,PHYS",2020,145,"Bipolar plates,CNTs,Graphene,Graphite,Highly filled,Polybenzoxazine",ar,36,57
2-s2.0-85096360006,"MEDI,IMMU",2020,169,"cecal ligation and puncture,dysbiosis,gut leakage,high-fat diet,intestinal Candida,obesity,probiotics",er,9,
2-s2.0-85095419473,BIOC,2020,64,,no,2,10
2-s2.0-85085288929,"CENG,ENVI",2020,234,"Bidentate carbonate,Bifunctional catalyst,Hydrogen production,Sorption enhanced steam reforming",ar,52,50
2-s2.0-85100809995,"COMP,ENER,ENGI,MATH,SOCI",2020,66,"Constructionism,Innovation,Makerspace,STEM education",cp,0,20
2-s2.0-85100721630,"COMP,ENER,ENGI,MATH,SOCI",2020,156,"ARM Cortex-M0,Field Programmable Gate Array,Laboratory Design,Microprocessor,VHDL",cp,1,22
2-s2.0-85098671768,"COMP,DECI,ENGI",2020,172,"5G,Channel combining,Channel splitting,GUI,Polar codes,SC decoder,SCL decoder",cp,2,16
2-s2.0-85098527660,"COMP,DECI,MATH",2020,243,"Digital,Face verification,Kiosk System,Microservice architecture,MobileNet,ResNet50",cp,1,22
2-s2.0-85098523336,"COMP,DECI,MATH",2020,213,"Context sequence,Machine learning,Random forest,RNA,RNA-Editing",cp,1,17
2-s2.0-85098511360,"COMP,DECI,MATH",2020,0,,ed,0,
2-s2.0-85098509737,"COMP,DECI,MATH",2020,190,"Blockchain component,Game architecture,Smart contract,Transaction queue",cp,1,8
2-s2.0-85098492314,"COMP,DECI,MATH",2020,179,"Biochemical compounds,Graph classification,Support vector machine",cp,0,19
2-s2.0-85096442893,PHYS,2020,109,,cp,0,19
2-s2.0-85095750833,AGRI,2020,0,,le,0,1
2-s2.0-85096091233,"CHEM,CENG",2020,144,,ar,12,32
2-s2.0-85102739222,"COMP,ENER,ENGI,MATH,SOCI",2020,137,"Battery energy storage system (BESS),Load characteristics,Optimal power flow (OPF),Photovoltaic (PV) power generation",cp,2,14
2-s2.0-85102528638,AGRI,2020,217,"Braf v600e,Cobra oil,Fatty acid,Skin melanoma",ar,0,24
2-s2.0-85101637272,NURS,2020,0,"COVID-19,Nursing theory,Palliative care,Pandemics,Vaccine,Workload",re,11,11
2-s2.0-85100849213,MATE,2020,153,"Multilayered armor,Nanocomposite,Nanosilica,Numerical simulation,Polybenzoxazine",ar,8,51
2-s2.0-85100125693,MEDI,2020,0,,ar,0,6
2-s2.0-85099203909,ENGI,2020,349,"Carbon fiber-reinforced polymers,Cyclic loading test,Fire damage,Flexural strengthening,Nondestructive testing,Reinforced concrete beams,Sustained loading",ar,9,36
2-s2.0-85098185535,MATE,2020,121,,ar,13,54
2-s2.0-85098143107,MEDI,2020,174,"endosonography,ERCP,EUS,EUS-guided biliary drainage,hilar cholangiocarcinoma,Klatskin's tumor,malignant distal biliary obstruction,malignant hilar biliary obstruction,perihilar cholangiocarcinoma",ar,16,77
